"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Abundance Ratio 44 DMSO  40 DMSO"	"Abundance Ratio 44 sema  40 sema"	"Abundance Ratio 47 DMSO  40 DMSO"	"Abundance Ratio 47 sema  40 sema"	"Abundance Ratio 51 DMSO  40 DMSO"	"Abundance Ratio 51 sema  40 sema"	"Abundance Ratio 55 DMSO  40 DMSO"	"Abundance Ratio 55 sema  40 sema"	"Abundance Ratio 58 DMSO  40 DMSO"	"Abundance Ratio 58 sema  40 sema"	"Abundance Ratio 60 DMSO  40 DMSO"	"Abundance Ratio 60 sema  40 sema"	"Abundance Ratio 63 DMSO  40 DMSO"	"Abundance Ratio 63 sema  40 sema"	"Abundance Ratio 66 DMSO  40 DMSO"	"Abundance Ratio 66 sema  40 sema"	"Abundance Ratio 70 DMSO  40 DMSO"	"Abundance Ratio 70 sema  40 sema"	"Abundances Grouped 40 DMSO"	"Abundances Grouped 40 sema"	"Abundances Grouped 44 DMSO"	"Abundances Grouped 44 sema"	"Abundances Grouped 47 DMSO"	"Abundances Grouped 47 sema"	"Abundances Grouped 51 DMSO"	"Abundances Grouped 51 sema"	"Abundances Grouped 55 DMSO"	"Abundances Grouped 55 sema"	"Abundances Grouped 58 DMSO"	"Abundances Grouped 58 sema"	"Abundances Grouped 60 DMSO"	"Abundances Grouped 60 sema"	"Abundances Grouped 63 DMSO"	"Abundances Grouped 63 sema"	"Abundances Grouped 66 DMSO"	"Abundances Grouped 66 sema"	"Abundances Grouped 70 DMSO"	"Abundances Grouped 70 sema"	"Found in Sample in S1 F1 126 Sample 40 DMSO"	"Found in Sample in S2 F2 126 Sample 40 sema"	"Found in Sample in S4 F1 127C Sample 44 DMSO"	"Found in Sample in S13 F2 127C Sample 44 sema"	"Found in Sample in S6 F1 128C Sample 47 DMSO"	"Found in Sample in S15 F2 128C Sample 47 sema"	"Found in Sample in S8 F1 129C Sample 51 DMSO"	"Found in Sample in S17 F2 129C Sample 51 sema"	"Found in Sample in S10 F1 130C Sample 55 DMSO"	"Found in Sample in S19 F2 130C Sample 55 sema"	"Found in Sample in S3 F1 127N Sample 58 DMSO"	"Found in Sample in S12 F2 127N Sample 58 sema"	"Found in Sample in S5 F1 128N Sample 60 DMSO"	"Found in Sample in S14 F2 128N Sample 60 sema"	"Found in Sample in S7 F1 129N Sample 63 DMSO"	"Found in Sample in S16 F2 129N Sample 63 sema"	"Found in Sample in S9 F1 130N Sample 66 DMSO"	"Found in Sample in S18 F2 130N Sample 66 sema"	"Found in Sample in S11 F1 131 Sample 70 DMSO"	"Found in Sample in S20 F2 131 Sample 70 sema"	"Number of Protein Groups"	"Modifications"
"2832502871525818844"	"False"	"High"	"IsMasterProtein"	"Q46948"	"Protein/nucleic acid deglycase 3 OS=Escherichia coli (strain K12) OX=83333 GN=yajL PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"24.236"	"23"	"4"	"15"	"2"	"196"	"20.8"	"5.38"	"52.44"	"4"	"0.954"	"0.797"	"0.980"	"0.920"	"0.766"	"0.782"	"0.849"	"0.923"	"0.811"	"0.886"	"0.651"	"0.662"	"0.539"	"0.586"	"0.335"	"0.426"	"0.163"	"0.145"	"222.4"	"509.8"	"212.2"	"406.4"	"217.9"	"469.2"	"170.4"	"398.8"	"188.7"	"470.5"	"180.4"	"451.9"	"144.7"	"337.6"	"119.9"	"298.6"	"74.5"	"217.1"	"36.3"	"74.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8876077349941795724"	"False"	"High"	"IsMasterProtein"	"P10908"	"Glycerophosphodiester phosphodiesterase, cytoplasmic OS=Escherichia coli (strain K12) OX=83333 GN=ugpQ PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"24.208"	"28"	"5"	"11"	"5"	"247"	"27.4"	"6.54"	"20.48"	"5"	"0.875"	"0.802"	"0.773"	"0.781"	"0.414"	"0.520"	"0.280"	"0.336"	"0.112"	"0.186"	"0.120"	"0.144"	"0.125"	"0.151"	"0.082"	"0.125"	"0.136"	"0.156"	"179.5"	"425.6"	"157.2"	"341.3"	"138.8"	"332.3"	"74.2"	"221.4"	"50.2"	"143.0"	"20.1"	"79.1"	"21.5"	"61.4"	"22.5"	"64.2"	"14.7"	"53.4"	"24.5"	"66.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6237597555362408105"	"False"	"High"	"IsMasterProtein"	"P77171"	"Uncharacterized HTH-type transcriptional regulator YdcI OS=Escherichia coli (strain K12) OX=83333 GN=ydcI PE=3 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"24.132"	"27"	"5"	"9"	"5"	"307"	"33.4"	"7.97"	"13.13"	"5"	"0.916"	""	"0.994"	""	"0.500"	""	"0.482"	""	"0.355"	""	"0.258"	""	"0.248"	""	"0.200"	""	"0.225"	""	"161.7"	""	"148.1"	""	"160.8"	""	"80.9"	""	"77.9"	""	"57.4"	""	"41.7"	""	"40.1"	""	"32.3"	""	"36.4"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C224]"
"2175758917363090997"	"False"	"High"	"IsMasterProtein"	"P76004"	"Uncharacterized protein YcgM OS=Escherichia coli (strain K12) OX=83333 GN=ycgM PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"24.108"	"32"	"5"	"7"	"5"	"219"	"23.7"	"6.33"	"14.70"	"5"	"1.008"	"0.917"	"0.864"	"0.715"	"0.916"	"0.611"	"0.801"	"0.684"	"0.662"	"0.588"	"0.426"	"0.486"	"0.572"	"0.399"	"0.461"	"0.310"	"0.174"	"0.100"	"38.0"	"140.5"	"38.3"	"128.9"	"32.8"	"100.5"	"34.8"	"85.9"	"30.4"	"96.1"	"25.1"	"82.6"	"16.2"	"68.3"	"21.7"	"56.0"	"17.5"	"43.5"	"6.6"	"14.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C21; C52]"
"-3902785063831488347"	"False"	"High"	"IsMasterProtein"	"A0A2J1DAH4"	"Ketodeoxygluconokinase OS=Escherichia coli OX=562 GN=iolC_2 PE=4 SV=1 UPId=UP000233549 PPId=UP000000625"	"0.000"	"23.956"	"19"	"5"	"12"	"5"	"309"	"34.0"	"5.16"	"41.01"	"5"	"0.948"	"0.867"	"0.906"	"0.691"	"0.695"	"0.557"	"0.633"	"0.490"	"0.344"	"0.254"	"0.122"	"0.106"	"0.068"	"0.033"	"0.021"	"0.018"	"0.055"	"0.031"	"596.3"	"741.9"	"565.4"	"642.9"	"540.2"	"512.6"	"414.7"	"412.9"	"377.4"	"363.8"	"204.9"	"188.8"	"72.6"	"78.8"	"40.8"	"24.7"	"12.7"	"13.3"	"32.6"	"22.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"876203130765762408"	"False"	"High"	"IsMasterProtein"	"P75694"	"Uncharacterized protein YahO OS=Escherichia coli (strain K12) OX=83333 GN=yahO PE=3 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.927"	"52"	"4"	"16"	"4"	"91"	"9.9"	"6.07"	"48.38"	"4"	"0.873"	"0.952"	"0.884"	"0.974"	"0.790"	"0.869"	"0.903"	"0.923"	"0.878"	"0.784"	"0.773"	"0.848"	"0.771"	"0.772"	"0.713"	"0.759"	"0.738"	"0.653"	"834.5"	"503.6"	"728.3"	"479.4"	"737.9"	"490.4"	"659.3"	"437.4"	"753.2"	"464.7"	"733.0"	"395.0"	"645.2"	"427.1"	"643.4"	"388.9"	"595.2"	"382.1"	"616.1"	"328.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2474921884385888366"	"False"	"High"	"IsMasterProtein"	"Q0T4K5"	"Glutaminase OS=Shigella flexneri serotype 5b (strain 8401) OX=373384 GN=yneH PE=3 SV=1 UPId=UP000000659 PPId=UP000000625"	"0.000"	"23.927"	"29"	"5"	"7"	"5"	"264"	"29.1"	"7.47"	"12.94"	"5"	"1.059"	"1.298"	"1.162"	"1.285"	"0.915"	"0.957"	"0.724"	"1.076"	"0.685"	"1.022"	"0.539"	"0.997"	"0.601"	"1.182"	"0.640"	"0.818"	"0.596"	"1.021"	"18.0"	"19.0"	"19.1"	"24.7"	"20.9"	"24.4"	"16.5"	"18.2"	"13.0"	"20.5"	"12.3"	"19.4"	"9.7"	"19.0"	"10.8"	"22.5"	"11.5"	"15.6"	"10.7"	"19.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C42]"
"-8350345623526836490"	"False"	"High"	"IsMasterProtein"	"A0A2W6P8X0"	"Phosphoenolpyruvate synthase regulatory protein (Fragment) OS=Escherichia coli OX=562 GN=DNQ45_20130 PE=4 SV=1 UPId=UP000249482 PPId=UP000000625"	"0.000"	"23.815"	"54"	"6"	"9"	"6"	"141"	"16.0"	"7.39"	"19.22"	"6"	"0.767"	"0.787"	"0.577"	"0.581"	"0.176"	"0.137"	"0.084"	"0.091"	"0.066"	"0.055"	"0.034"	"0.029"	"0.046"	"0.019"	"0.026"	"0.010"	"0.031"	"0.010"	"276.3"	"271.4"	"211.9"	"213.5"	"159.4"	"157.7"	"48.7"	"37.3"	"23.2"	"24.7"	"18.2"	"14.9"	"9.3"	"7.8"	"12.8"	"5.3"	"7.3"	""	"8.7"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8767889705182752040"	"False"	"High"	"IsMasterProtein"	"P15373"	"Antitoxin PrlF OS=Escherichia coli (strain K12) OX=83333 GN=prlF PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.772"	"51"	"5"	"12"	"5"	"111"	"12.4"	"5.24"	"30.22"	"5"	"0.874"	"0.939"	"0.900"	"0.913"	"0.793"	"0.755"	"0.857"	"0.883"	"0.839"	"0.803"	"0.782"	"0.676"	"0.811"	"0.748"	"0.656"	"0.620"	"0.865"	"0.772"	"219.6"	"484.4"	"192.0"	"454.7"	"197.6"	"442.1"	"174.3"	"365.6"	"188.1"	"427.6"	"184.3"	"388.8"	"171.8"	"327.6"	"178.2"	"362.1"	"144.0"	"300.4"	"190.1"	"373.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1038311061684128014"	"False"	"High"	"IsMasterProtein"	"P0A725"	"UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=lpxC PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.763"	"24"	"6"	"10"	"6"	"305"	"33.9"	"5.86"	"18.12"	"6"	"0.854"	"0.821"	"0.779"	"0.822"	"0.526"	"0.506"	"0.355"	"0.336"	"0.111"	"0.131"	"0.093"	"0.074"	"0.096"	"0.077"	"0.088"	"0.026"	"0.091"	"0.072"	"202.2"	"110.5"	"172.7"	"90.7"	"157.5"	"90.8"	"106.4"	"55.9"	"71.9"	"37.1"	"22.5"	"14.5"	"18.7"	"8.2"	"19.4"	"8.5"	"17.7"	"2.9"	"18.4"	"8.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8612685606669608239"	"False"	"High"	"IsMasterProtein"	"P37903"	"Universal stress protein F OS=Escherichia coli (strain K12) OX=83333 GN=uspF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.732"	"38"	"5"	"18"	"5"	"144"	"16.0"	"5.96"	"41.75"	"5"	"0.840"	"0.843"	"0.815"	"0.806"	"0.650"	"0.663"	"0.602"	"0.608"	"0.508"	"0.454"	"0.319"	"0.312"	"0.278"	"0.255"	"0.224"	"0.192"	"0.203"	"0.179"	"388.7"	"1179.3"	"326.4"	"994.3"	"316.6"	"951.0"	"252.8"	"781.4"	"233.8"	"716.8"	"197.3"	"534.8"	"123.9"	"368.0"	"107.9"	"300.2"	"87.1"	"225.9"	"78.9"	"210.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C138]"
"-9016105972036977494"	"False"	"High"	"IsMasterProtein"	"P0AB14"	"Uncharacterized protein YccJ OS=Escherichia coli (strain K12) OX=83333 GN=yccJ PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.690"	"61"	"4"	"16"	"4"	"75"	"8.5"	"4.74"	"31.08"	"4"	"0.967"	"1.429"	"0.989"	"0.967"	"0.774"	"0.767"	"0.871"	"0.983"	"0.877"	"0.701"	"0.716"	"0.491"	"0.825"	"0.765"	"0.681"	"0.518"	"0.803"	"0.789"	"175.1"	"80.6"	"169.4"	"115.2"	"173.1"	"77.9"	"135.5"	"61.9"	"152.4"	"79.2"	"153.5"	"56.5"	"125.4"	"39.6"	"144.4"	"61.7"	"119.2"	"41.8"	"140.7"	"63.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8810929414096779510"	"False"	"High"	"IsMasterProtein"	"P08390"	"USG-1 protein OS=Escherichia coli (strain K12) OX=83333 GN=usg PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.568"	"17"	"5"	"10"	"5"	"337"	"36.3"	"4.48"	"27.86"	"5"	"0.846"	"0.783"	"0.631"	"0.624"	"0.268"	"0.224"	"0.188"	"0.141"	"0.106"	"0.098"	"0.092"	"0.057"	"0.111"	"0.087"	"0.073"	"0.048"	"0.105"	"0.057"	"349.7"	"315.1"	"295.8"	"246.7"	"220.8"	"196.5"	"93.7"	"70.6"	"65.7"	"44.3"	"37.1"	"31.0"	"32.3"	"18.1"	"38.9"	"27.3"	"25.4"	"15.2"	"36.8"	"18.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"981663559127869369"	"False"	"High"	"IsMasterProtein"	"P23872"	"Acetyl esterase OS=Escherichia coli (strain K12) OX=83333 GN=aes PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.555"	"27"	"5"	"7"	"5"	"319"	"36.0"	"5.11"	"15.77"	"5"	"0.794"	"1.042"	"0.785"	"1.052"	"0.681"	"0.881"	"0.775"	"0.853"	"0.624"	"0.666"	"0.467"	"0.422"	"0.277"	"0.304"	"0.157"	"0.202"	"0.224"	"0.249"	"62.1"	"39.6"	"49.3"	"41.2"	"48.8"	"41.6"	"42.3"	"34.8"	"48.1"	"33.7"	"38.8"	"26.3"	"29.0"	"16.7"	"17.2"	"12.0"	"9.8"	"8.0"	"13.9"	"9.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5813975772164907236"	"False"	"High"	"IsMasterProtein"	"P0AB96"	"Arsenate reductase OS=Escherichia coli (strain K12) OX=83333 GN=arsC PE=2 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.482"	"52"	"5"	"9"	"5"	"141"	"15.8"	"5.59"	"14.21"	"5"	"0.884"	"0.713"	"0.817"	"0.866"	"0.616"	"0.566"	"0.634"	"0.756"	"0.725"	"0.627"	"0.691"	"0.676"	"0.614"	"0.619"	"0.500"	"0.520"	"0.415"	"0.557"	"85.3"	"76.2"	"75.5"	"54.3"	"69.8"	"66.1"	"52.6"	"43.1"	"54.1"	"57.6"	"61.9"	"47.8"	"59.0"	"51.5"	"52.4"	"47.2"	"42.7"	"39.7"	"35.4"	"42.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C106]"
"-5965121982160797494"	"False"	"High"	"IsMasterProtein"	"P08956"	"Type I restriction enzyme EcoKI endonuclease subunit OS=Escherichia coli (strain K12) OX=83333 GN=hsdR PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.469"	"6"	"5"	"7"	"5"	"1170"	"134.0"	"5.94"	"12.32"	"5"	"0.837"	"0.746"	"0.574"	"0.562"	"0.230"	"0.259"	"0.223"	"0.219"	"0.159"	"0.123"	"0.153"	"0.151"	"0.170"	"0.109"	"0.105"	"0.066"	"0.166"	"0.130"	"97.1"	"80.4"	"81.3"	"60.0"	"55.7"	"45.2"	"22.3"	"20.9"	"21.7"	"17.6"	"15.4"	"9.9"	"14.8"	"12.1"	"16.5"	"8.8"	"10.2"	"5.3"	"16.2"	"10.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C22; C333]"
"8567234329120784469"	"False"	"High"	"IsMasterProtein"	"A0A376KSL1"	"DNA topoisomerase (ATP-hydrolyzing) OS=Escherichia coli OX=562 GN=gyrA_2 PE=4 SV=1 UPId=UP000255460 PPId=UP000000625"	"0.000"	"23.452"	"47"	"2"	"14"	"1"	"68"	"7.5"	"4.83"	"42.85"	"2"	"1.121"	""	"0.717"	""	"0.662"	""	"0.657"	""	"0.327"	""	"0.374"	""	"0.468"	""	"0.396"	""	"0.194"	""	"25.5"	""	"28.6"	""	"18.3"	""	"16.9"	""	"16.8"	""	"8.3"	""	"9.5"	""	"11.9"	""	"10.1"	""	"4.9"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9036036821702257586"	"False"	"High"	"IsMasterProtein"	"P0A7N9"	"50S ribosomal protein L33 OS=Escherichia coli (strain K12) OX=83333 GN=rpmG PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.446"	"55"	"4"	"31"	"4"	"55"	"6.4"	"10.24"	"76.42"	"4"	"0.910"	"0.987"	"0.851"	"1.041"	"0.875"	"1.217"	"0.865"	"1.055"	"0.969"	"1.061"	"0.966"	"1.243"	"0.864"	"1.028"	"0.783"	"0.994"	"0.748"	"0.668"	"2067.1"	"770.1"	"1880.2"	"760.2"	"1758.4"	"801.6"	"1809.4"	"937.1"	"1789.0"	"812.7"	"2003.0"	"817.1"	"1996.7"	"957.4"	"1785.1"	"791.4"	"1618.8"	"765.6"	"1546.1"	"514.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7435265123001808413"	"False"	"High"	"IsMasterProtein"	"P42616"	"Protein YqjC OS=Escherichia coli (strain K12) OX=83333 GN=yqjC PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.440"	"33"	"6"	"11"	"6"	"122"	"13.9"	"8.70"	"38.55"	"6"	"1.018"	"1.059"	"0.923"	"0.854"	"0.863"	"0.785"	"0.996"	"0.906"	"0.852"	"0.850"	"0.789"	"0.725"	"0.830"	"0.812"	"0.680"	"0.697"	"0.780"	"0.842"	"553.7"	"380.4"	"563.7"	"402.9"	"511.1"	"324.9"	"477.7"	"298.7"	"551.3"	"344.7"	"471.7"	"323.6"	"437.0"	"275.7"	"459.3"	"309.1"	"376.7"	"265.4"	"432.1"	"320.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C61]"
"-6915275884107562630"	"False"	"High"	"IsMasterProtein"	"P30749"	"Molybdopterin synthase catalytic subunit OS=Escherichia coli (strain K12) OX=83333 GN=moaE PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.424"	"27"	"3"	"8"	"3"	"150"	"17.0"	"5.38"	"16.79"	"3"	"0.918"	"0.938"	"0.836"	"0.866"	"0.687"	"0.747"	"0.914"	"0.934"	"0.875"	"0.923"	"0.685"	"0.751"	"0.731"	"0.799"	"0.637"	"0.772"	"0.642"	"0.788"	"91.0"	"544.5"	"83.5"	"510.6"	"76.1"	"471.6"	"62.5"	"406.8"	"83.2"	"508.5"	"79.6"	"502.8"	"62.4"	"409.1"	"66.5"	"435.0"	"58.0"	"420.5"	"58.5"	"428.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-758687546643543361"	"False"	"High"	"IsMasterProtein"	"A0A377A8P4"	"Thiamin phosphate synthase OS=Escherichia coli OX=562 GN=yjbQ PE=3 SV=1 UPId=UP000255543 PPId=UP000000625"	"0.000"	"23.408"	"39"	"3"	"6"	"3"	"140"	"15.8"	"8.22"	"27.25"	"3"	"1.112"	"1.008"	"0.983"	"0.866"	"0.826"	"0.991"	"1.084"	"0.745"	"0.807"	"0.573"	"0.705"	"0.457"	"0.604"	"0.479"	"0.442"	"0.426"	"0.340"	"0.263"	"77.6"	"73.0"	"86.2"	"73.5"	"76.2"	"63.1"	"64.0"	"72.3"	"84.1"	"54.3"	"62.6"	"41.8"	"54.7"	"33.4"	"46.9"	"35.0"	"34.3"	"31.1"	"26.3"	"19.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2094183673394545725"	"False"	"High"	"IsMasterProtein"	"A0A376X0D0"	"Phosphoribosylglycinamide formyltransferase 2 OS=Escherichia coli OX=562 GN=purT_2 PE=4 SV=1 UPId=UP000254503 PPId=UP000000625"	"0.000"	"23.406"	"27"	"6"	"10"	"6"	"278"	"30.4"	"5.39"	"14.00"	"6"	"0.975"	"0.949"	"0.777"	"0.890"	"0.584"	"0.568"	"0.294"	"0.439"	"0.038"	"0.196"	"0.033"	"0.146"	"0.061"	"0.133"	"0.010"	"0.097"	"0.010"	"0.141"	"48.5"	"345.5"	"47.3"	"327.9"	"37.7"	"307.6"	"28.3"	"196.2"	"14.3"	"151.8"	"1.9"	"67.6"	"1.6"	"50.6"	"3.0"	"45.9"	""	"33.6"	""	"48.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C152]"
"-548133456301111212"	"False"	"High"	"IsMasterProtein"	"P25738"	"Acidic protein MsyB OS=Escherichia coli (strain K12) OX=83333 GN=msyB PE=4 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.337"	"50"	"3"	"10"	"3"	"124"	"14.3"	"3.71"	"23.59"	"3"	"0.799"	"0.823"	"0.726"	"0.789"	"0.613"	"0.618"	"0.743"	"0.631"	"0.611"	"0.553"	"0.541"	"0.546"	"0.557"	"0.552"	"0.526"	"0.556"	"0.613"	"0.618"	"126.5"	"224.1"	"101.0"	"184.4"	"91.9"	"176.8"	"77.6"	"138.5"	"94.0"	"141.4"	"77.3"	"123.9"	"68.4"	"122.4"	"70.5"	"123.6"	"66.6"	"124.7"	"77.5"	"138.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8765771445632590132"	"False"	"High"	"IsMasterProtein"	"P0AD05"	"Uncharacterized protein YecA OS=Escherichia coli (strain K12) OX=83333 GN=yecA PE=4 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.329"	"24"	"4"	"11"	"3"	"221"	"25.0"	"4.59"	"20.30"	"4"	"1.157"	"0.995"	"1.085"	"0.890"	"0.701"	"0.688"	"0.735"	"0.726"	"0.573"	"0.556"	"0.481"	"0.337"	"0.612"	"0.446"	"0.442"	"0.390"	"0.376"	"0.306"	"38.7"	"65.5"	"44.8"	"65.2"	"42.0"	"58.3"	"27.2"	"45.1"	"28.4"	"47.6"	"22.2"	"36.4"	"18.6"	"22.1"	"23.7"	"29.2"	"17.1"	"25.6"	"14.6"	"20.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C207; C209]"
"5181642969064883365"	"False"	"High"	"IsMasterProtein"	"P40710"	"Lipoprotein NlpE OS=Escherichia coli (strain K12) OX=83333 GN=nlpE PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.138"	"25"	"5"	"11"	"5"	"236"	"25.8"	"5.10"	"26.68"	"5"	"0.927"	"0.890"	"0.854"	"0.899"	"0.688"	"0.777"	"0.717"	"0.751"	"0.593"	"0.680"	"0.444"	"0.552"	"0.440"	"0.455"	"0.387"	"0.408"	"0.357"	"0.311"	"409.9"	"319.3"	"379.9"	"284.2"	"350.1"	"287.1"	"282.0"	"248.2"	"293.8"	"239.9"	"243.0"	"217.2"	"181.9"	"176.3"	"180.2"	"145.4"	"158.8"	"130.2"	"146.2"	"99.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C51; C54]"
"-2342973361233258717"	"False"	"High"	"IsMasterProtein"	"P39838"	"Phosphotransferase RcsD OS=Escherichia coli (strain K12) OX=83333 GN=rcsD PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"23.133"	"10"	"6"	"9"	"6"	"890"	"100.3"	"5.21"	"15.26"	"6"	"0.805"	""	"0.689"	""	"0.550"	""	"0.651"	""	"0.491"	""	"0.481"	""	"0.421"	""	"0.441"	""	"0.496"	""	"112.0"	""	"90.1"	""	"77.1"	""	"61.6"	""	"72.9"	""	"55.0"	""	"53.9"	""	"47.2"	""	"49.4"	""	"55.5"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C860]"
